step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,13.15667877112288,0,0.0,0.9630304257503477,0,0.0,0.9589261354244842,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9676526535950012,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.961153751863473,0,0.0,0.960510634794252,0,0.0,0.9636051418093052,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9578909362960502,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,13.320213928386487,0,0.0,0.9747314905681643,0,0.0,0.9851599204987649,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8745420497030212,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9831078125969572,0,0.0,0.9860859711596912,0,0.0,0.9872383616094346,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.985997357539096,0,0.0,1.0,0,0.0
15.0,40,0,0,0,40,0,0.0,0.0,11.610112069466089,0,0.0,0.759649324281411,0,0.0,0.9048648857884952,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9388333231360759,0,1.0,0.6683862029091203,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7389251912545828,0,0.0,0.945239833239909,0,0.0,0.9532387135355989,0,0.0,0.9016045727316871,0,0.0,1.0,0,0.0,0.9626245150601987,0,0.0,0.9484610428167347,0,0.0,0.9503814678277709,0,1.0
20.0,56,0,5,0,56,0,17.0,0.30357142857142855,11.863787503986316,3,10.0,0.6542066027701594,0,0.0,0.9633263213855857,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9497434843004835,0,1.0,0.9865947786804554,0,0.0,1.0,0,0.0,1.0,2,7.0,0.5985216683232567,0,0.0,0.9647319126856551,0,0.0,0.9744921366257461,0,0.0,0.9724749554459294,0,0.0,1.0,0,0.0,0.9469699011002506,0,0.0,0.9571330053633925,0,0.0,0.9858634261165343,5,18.0
25.0,72,0,0,0,72,0,0.0,0.0,11.676818573722587,0,5.0,0.7313442725350728,0,0.0,0.908723782242785,0,0.0,1.0,0,0.0,0.923358707086197,0,0.0,0.9428414039779073,0,1.0,0.954571229630394,0,0.0,0.9678144334603169,0,0.0,1.0,0,1.0,0.6540994413325791,0,0.0,0.9591371215883824,0,2.0,0.8771710040993949,0,0.0,0.9441931794421603,0,4.0,0.4615184584343196,0,0.0,0.9682614813446856,0,0.0,0.9644062686752596,0,0.0,0.9213559723729984,0,13.0
30.0,80,0,5,0,80,0,7.0,0.0875,11.037583550084966,1,1.0,0.6394388915299738,1,2.0,0.5819515524841055,0,0.0,0.9610094911436772,0,0.0,0.9403045764716711,1,1.0,0.5802073925227152,0,0.0,0.964517853685019,0,0.0,0.9548241683464818,0,0.0,1.0,0,0.0,0.9661486362067065,0,0.0,0.961575283771051,1,5.0,0.7775157396404615,1,2.0,0.5928264976266536,0,4.0,0.918935794531342,0,0.0,0.9601537948166002,0,0.0,0.9642887933003679,0,0.0,0.942644510545239,5,15.0
35.0,96,0,6,0,96,0,20.0,0.20833333333333334,9.941503566194074,0,1.0,0.6679259161728723,1,8.0,0.5483928634529573,0,0.0,0.9484444466567916,0,0.0,0.9518180401128381,3,11.0,0.4125264361384766,0,0.0,1.0,0,0.0,0.9261130845672475,0,0.0,0.9678144334603169,0,0.0,0.7212365049467283,0,0.0,0.7721112568678231,2,9.0,0.7149756242054578,0,4.0,0.4050747830350067,0,4.0,0.8699219176321161,0,0.0,0.8935602282124492,0,0.0,0.8776856163302117,0,2.0,0.812927734888889,6,39.0
40.0,112,0,15,0,112,0,40.0,0.35714285714285715,8.957521387824022,3,8.0,0.6996028277647683,1,11.0,0.8300767067419197,0,0.0,0.9408653913840207,0,0.0,0.9381747263284733,0,8.0,0.503351769784327,0,4.0,0.5475913927571859,0,0.0,0.9754441679771364,0,0.0,0.9756346603918934,3,10.0,0.506168942913306,2,6.0,0.6971335830062947,0,4.0,0.45185572940473434,1,9.0,0.6466850381941179,3,5.0,0.4377479800993829,1,1.0,0.022668946955000557,1,2.0,0.7296465895846652,0,4.0,0.7360780715654592,15,72.0
45.0,120,0,19,0,120,0,85.0,0.7083333333333334,8.504000075790122,1,5.0,0.6069300463717682,1,5.0,0.8050888798547984,0,0.0,0.8833968019057554,0,0.0,0.9370216283741712,0,0.0,0.7463761580934547,0,2.0,0.7963212225886882,0,0.0,0.4519686315643914,0,0.0,0.701280554589515,0,9.0,0.5927983738874366,3,19.0,0.5155414017023618,4,20.0,0.3871924986601145,1,14.0,0.8222675531662227,4,23.0,0.09937243557303103,3,15.0,6.790345036097386e-05,0,0.0,0.7256244513808688,2,14.0,0.5087190665713939,19,126.0
50.0,136,0,17,0,136,0,83.0,0.6102941176470589,8.361647602049315,2,10.0,0.6448844498384209,2,9.0,0.6098715294300124,0,2.0,0.8308887622434751,0,2.0,0.55492676977454,1,1.0,0.5622943783794296,0,2.0,0.8436609235386188,2,8.0,0.3226781191264451,2,8.0,0.5647863868486144,0,2.0,0.9611255736487458,1,14.0,0.4556900550684774,0,24.0,0.6270414154885666,2,10.0,0.5927913526826157,4,47.0,0.506471249111236,0,11.0,0.3646698048243642,1,2.0,0.7085117703556778,0,12.0,0.5762227084151041,17,164.0
