step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,13.778641734876988,0,0.0,0.9569226899490764,0,0.0,0.9480300357332252,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9518079153167608,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9555688911624798,0,0.0,0.9593398066094232,0,0.0,0.9552031020520826,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9444073421853817,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,13.075095059333314,0,0.0,0.9323208224738043,0,0.0,0.96167881294759,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9630182515293835,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9736212070157252,0,0.0,0.9699476312190923,0,0.0,0.8683258875243602,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9307097296195935,0,0.0,1.0,0,0.0
15.0,40,0,3,0,40,0,5.0,0.125,10.771614971056138,1,2.0,0.6803373565577515,0,0.0,0.9429611596449079,0,0.0,1.0,0,0.0,1.0,0,0.0,0.612572933786912,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9540537523553189,0,0.0,0.928397592511998,1,2.0,0.7303191189596099,0,0.0,0.931611004434521,0,0.0,0.9697075637145726,0,0.0,0.9593398066094232,1,1.0,0.7492639149235722,0,0.0,1.0,3,5.0
20.0,56,0,5,0,56,0,21.0,0.375,10.808393218783518,3,13.0,0.6591364491163783,0,0.0,0.9358377485450973,0,0.0,0.9771172943506802,0,0.0,1.0,2,8.0,0.49323810007958346,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.946427742570502,0,0.0,0.9369692142001141,0,0.0,0.8657037161534238,0,2.0,0.8010733133320214,0,0.0,0.9481621438978478,0,0.0,0.9511420411670187,0,0.0,0.960415994113345,0,2.0,0.675808611721835,5,25.0
25.0,72,0,8,0,72,0,53.0,0.7361111111111112,11.033082540566241,4,29.0,0.6082305890636692,0,0.0,0.9710627618675783,0,0.0,0.9502647513585761,0,0.0,0.9583303039972484,4,24.0,0.4431104057137721,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9602208533224277,0,0.0,0.9676347272946308,0,0.0,0.7861634830248474,0,2.0,0.9283349924166555,0,0.0,0.9313010855287938,0,0.0,0.9409509689864187,0,0.0,0.9469527612033225,0,2.0,0.8419227075108537,8,57.0
30.0,80,0,12,0,80,0,109.0,1.3625,10.148864934426303,6,57.0,0.41642772485774837,0,0.0,0.9501677791591644,0,0.0,0.9382305670843177,0,0.0,0.9811470434446399,6,52.0,0.25013387614820976,0,0.0,1.0,0,0.0,0.9521965094496949,0,0.0,1.0,0,0.0,0.9364391380161434,0,0.0,0.9483779590771759,0,0.0,0.7168639493177283,0,2.0,0.9039972973172535,0,0.0,0.9429907220130183,0,0.0,0.9429597886273903,0,2.0,0.7403332984065358,0,2.0,0.9027864463792573,12,115.0
35.0,96,0,16,0,96,0,112.0,1.1666666666666667,9.241537579903865,8,94.0,0.4052113385171954,0,0.0,0.9474619815342622,0,0.0,0.9350967862449151,0,0.0,0.9458591849710358,2,43.0,0.3884067700937558,0,4.0,0.46292618905218164,0,0.0,0.9585314557731764,0,0.0,0.9583303039972484,0,0.0,0.9678874327812593,0,0.0,0.9445922046871753,3,9.0,0.6749537383840475,1,4.0,0.503208409233319,0,0.0,0.9434038256959645,0,0.0,0.9436051965148172,1,3.0,0.7959670531252707,1,3.0,0.6067060865767903,16,160.0
40.0,112,0,20,0,112,0,94.0,0.8392857142857143,9.392741741279306,5,85.0,0.4453347752064139,0,4.0,0.7771440414566874,0,0.0,0.9585735551784084,0,0.0,0.9667341366239524,0,2.0,0.6929035964401983,0,4.0,0.8778737781094299,0,0.0,0.9088182344363567,0,0.0,0.9811470434446399,0,0.0,0.9661082930035545,0,0.0,0.9698859011398462,5,27.0,0.5365078639966631,4,21.0,0.3492503658600631,0,0.0,0.9615565860830148,0,0.0,0.9855915149334271,2,10.0,0.7234001464348828,4,17.0,0.3832760254876952,20,170.0
45.0,120,0,27,0,120,0,186.0,1.55,9.273580556778386,2,34.0,0.5296995757135791,1,6.0,0.8252615928729622,0,0.0,0.967548240179043,0,0.0,0.9902910323016715,2,7.0,0.5601354810548042,0,2.0,0.9302436991571301,0,0.0,0.9781506486579502,0,0.0,0.9347076131697223,0,0.0,0.9433775000045893,0,0.0,0.9539435919897006,6,54.0,0.3567094061948212,5,46.0,0.2696629753856933,0,0.0,0.9467180760212429,0,0.0,0.9629846564681768,4,25.0,0.6243931874218828,7,50.0,0.3386400478330056,27,224.0
50.0,134,0,35,2,136,0,331.0,2.470149253731343,8.34155254311638,2,21.0,0.4470968359323086,1,11.0,0.7858258043885057,0,0.0,0.9519368079111722,0,0.0,0.9268200357587114,6,32.0,0.555267623572931,0,2.0,0.6400917230814859,0,0.0,0.9484067761690426,0,0.0,0.9766577839078845,0,0.0,0.9558433596499396,0,0.0,0.9487449110961454,8,92.0,0.2741619964247989,5,71.0,0.16508260930406413,0,0.0,0.940839106946055,0,0.0,0.9836812143542577,6,48.0,0.45026381265338533,7,85.0,0.34474534942683505,35,362.0
55.0,149,0,44,3,152,0,432.0,2.8993288590604025,7.772841509733419,8,45.0,0.4358064605162831,0,2.0,0.5963230932641057,0,4.0,0.8132334990136341,0,0.0,0.918412164359227,7,66.0,0.43755207272470553,4,12.0,0.2385548282762213,0,0.0,0.9261957365703772,0,0.0,0.965900406734108,0,0.0,0.9754375012117417,0,0.0,0.9722285537851414,10,140.0,0.3504408214643856,5,98.0,0.07689929263009285,0,0.0,0.943251595425157,0,0.0,0.9556027011237495,8,83.0,0.3242888781055947,2,76.0,0.28631989791158374,44,526.0
60.0,156,0,49,4,160,0,513.0,3.2884615384615383,7.768921400425932,4,46.0,0.41965575882278267,4,15.0,0.4304107380968426,0,4.0,0.9111468999462164,0,0.0,0.9888323314025197,10,111.0,0.25739467100704866,6,41.0,1.7459581442415055e-05,0,0.0,0.7222132477784255,0,0.0,0.9511170542752775,0,0.0,0.8412101900581481,0,0.0,0.962933754638696,12,197.0,0.3704624978656007,0,66.0,0.636277112296355,0,4.0,0.7358684825479073,0,0.0,0.9310937584918139,9,127.0,0.19778593628989477,4,31.0,0.27638595911192126,49,642.0
